ponto_id,lat_pred,lon_pred
0.0,-8.055929052742856,-34.95202949044876
3.0,-8.055929052742856,-34.95202949044876
8.0,-8.055850243503867,-34.951927644993894
10.0,-8.055929052742856,-34.95202949044876
12.0,-8.055929052742856,-34.95202949044876
14.0,-8.055929052742856,-34.95202949044876
17.0,-8.055929052742856,-34.95202949044876
19.0,-8.055929052742856,-34.95202949044876
23.0,-8.055929052742856,-34.95202949044876
29.0,-8.055929052742856,-34.95202949044876
30.0,-8.055819524445399,-34.951887946647325
31.0,-8.055929052742856,-34.95202949044876
33.0,-8.055929052742856,-34.95202949044876
36.0,-8.055929052742856,-34.95202949044876
37.0,-8.055929052742856,-34.95202949044876
39.0,-8.055929052742856,-34.95202949044876
41.0,-8.055929052742856,-34.95202949044876
46.0,-8.055929052742856,-34.95202949044876
47.0,-8.055929052742856,-34.95202949044876
48.0,-8.055929052742856,-34.95202949044876
50.0,-8.055929052742856,-34.95202949044876
56.0,-8.055929052742856,-34.95202949044876
58.0,-8.055929052742856,-34.95202949044876
59.0,-8.055929052742856,-34.95202949044876
61.0,-8.055929052742856,-34.95202949044876
65.0,-8.055929052742856,-34.95202949044876
68.0,-8.055929052742856,-34.95202949044876
69.0,-8.055929052742856,-34.95202949044876
70.0,-8.055929052742856,-34.95202949044876
73.0,-8.055732347907714,-34.95177528810312
76.0,-8.055732347907714,-34.95177528810312
79.0,-8.055732347907714,-34.95177528810312
80.0,-8.055732347907714,-34.95177528810312
81.0,-8.055732347907714,-34.95177528810312
87.0,-8.055732347907714,-34.95177528810312
88.0,-8.055732347907714,-34.95177528810312
91.0,-8.055732347907714,-34.95177528810312
92.0,-8.055732347907714,-34.95177528810312
93.0,-8.055732347907714,-34.95177528810312
95.0,-8.055732347907714,-34.95177528810312
96.0,-8.055732347907714,-34.95177528810312
99.0,-8.056012847725064,-34.952137778997
100.0,-8.056012847725064,-34.952137778997
101.0,-8.055732347907714,-34.95177528810312
102.0,-8.055732347907714,-34.95177528810312
103.0,-8.055732347907714,-34.95177528810312
104.0,-8.055732347907714,-34.95177528810312
106.0,-8.055732347907714,-34.95177528810312
107.0,-8.055732347907714,-34.95177528810312
108.0,-8.055732347907714,-34.95177528810312
111.0,-8.055732347907714,-34.95177528810312
118.0,-8.055965847386972,-34.95207704029589
119.0,-8.055799677481923,-34.95186229834709
122.0,-8.055799677481923,-34.95186229834709
131.0,-8.055799677481923,-34.95186229834709
132.0,-8.055799677481923,-34.95186229834709
135.0,-8.055799677481923,-34.95186229834709
144.0,-8.055799677481923,-34.95186229834709
149.0,-8.055799677481923,-34.95186229834709
151.0,-8.055799677481923,-34.95186229834709
157.0,-8.055876589750717,-34.95196169234074
164.0,-8.055876589750717,-34.95196169234074
167.0,-8.055876589750717,-34.95196169234074
168.0,-8.055876589750717,-34.95196169234074
169.0,-8.055965954951251,-34.95207717930158
172.0,-8.055876589750717,-34.95196169234074
176.0,-8.055876589750717,-34.95196169234074
177.0,-8.055876589750717,-34.95196169234074
179.0,-8.055687117575518,-34.951716836786815
180.0,-8.0559677595525,-34.95207951139408
181.0,-8.055966546260532,-34.95207794345263
185.0,-8.056046197548724,-34.95218087709062
196.0,-8.056046197548724,-34.95218087709062
199.0,-8.056046197548724,-34.95218087709062
209.0,-8.055687117575518,-34.951716836786815
211.0,-8.055687117575518,-34.951716836786815
212.0,-8.055687117575518,-34.951716836786815
214.0,-8.055687117575518,-34.951716836786815
217.0,-8.055687117575518,-34.951716836786815
218.0,-8.055687117575518,-34.951716836786815
221.0,-8.055687117575518,-34.951716836786815
222.0,-8.055687117575518,-34.951716836786815
229.0,-8.055687117575518,-34.951716836786815
230.0,-8.055653178482844,-34.95167297717879
233.0,-8.055653178482844,-34.95167297717879
239.0,-8.055653178482844,-34.95167297717879
245.0,-8.055653178482844,-34.95167297717879
247.0,-8.055653178482844,-34.95167297717879
248.0,-8.055653178482844,-34.95167297717879
251.0,-8.055653178482844,-34.95167297717879
252.0,-8.055666224443181,-34.95168983651891
257.0,-8.055666224443181,-34.95168983651891
263.0,-8.055666224443181,-34.95168983651891
265.0,-8.055666224443181,-34.95168983651891
267.0,-8.055817409956967,-34.95188521408653
274.0,-8.056012847725064,-34.952137778997
