ponto_id,lat_pred,lon_pred
0.0,-8.05579887133023,-34.95217724372056
3.0,-8.05579887133023,-34.95217724372056
8.0,-8.055613373564539,-34.95193752430993
10.0,-8.05579887133023,-34.95217724372056
12.0,-8.05579887133023,-34.95217724372056
14.0,-8.05579887133023,-34.95217724372056
17.0,-8.05579887133023,-34.95217724372056
19.0,-8.05579887133023,-34.95217724372056
23.0,-8.05579887133023,-34.95217724372056
29.0,-8.05579887133023,-34.95217724372056
30.0,-8.055555043513383,-34.95186214418105
31.0,-8.05579887133023,-34.95217724372056
33.0,-8.05579887133023,-34.95217724372056
36.0,-8.05579887133023,-34.95217724372056
37.0,-8.05579887133023,-34.95217724372056
39.0,-8.05579887133023,-34.95217724372056
41.0,-8.05579887133023,-34.95217724372056
46.0,-8.05579887133023,-34.95217724372056
47.0,-8.05579887133023,-34.95217724372056
48.0,-8.05579887133023,-34.95217724372056
50.0,-8.05579887133023,-34.95217724372056
56.0,-8.05579887133023,-34.95217724372056
58.0,-8.05579887133023,-34.95217724372056
59.0,-8.05579887133023,-34.95217724372056
61.0,-8.05579887133023,-34.95217724372056
65.0,-8.05579887133023,-34.95217724372056
68.0,-8.05579887133023,-34.95217724372056
69.0,-8.05579887133023,-34.95217724372056
70.0,-8.05579887133023,-34.95217724372056
73.0,-8.055693468831967,-34.95204103170384
76.0,-8.055693468831967,-34.95204103170384
79.0,-8.055693468831967,-34.95204103170384
80.0,-8.055693468831967,-34.95204103170384
81.0,-8.055693468831967,-34.95204103170384
87.0,-8.055693468831967,-34.95204103170384
88.0,-8.055693468831967,-34.95204103170384
91.0,-8.055693468831967,-34.95204103170384
92.0,-8.055693468831967,-34.95204103170384
93.0,-8.055693468831967,-34.95204103170384
95.0,-8.055693468831967,-34.95204103170384
96.0,-8.055693468831967,-34.95204103170384
99.0,-8.055545149009903,-34.95184935747964
100.0,-8.055545149009903,-34.95184935747964
101.0,-8.055693468831967,-34.95204103170384
102.0,-8.055693468831967,-34.95204103170384
103.0,-8.055693468831967,-34.95204103170384
104.0,-8.055693468831967,-34.95204103170384
106.0,-8.055693468831967,-34.95204103170384
107.0,-8.055693468831967,-34.95204103170384
108.0,-8.055693468831967,-34.95204103170384
111.0,-8.055693468831967,-34.95204103170384
118.0,-8.055830009361742,-34.95221748350747
119.0,-8.05545787069387,-34.951736567406925
122.0,-8.05545787069387,-34.951736567406925
131.0,-8.05545787069387,-34.951736567406925
132.0,-8.05545787069387,-34.951736567406925
135.0,-8.05545787069387,-34.951736567406925
144.0,-8.05545787069387,-34.951736567406925
149.0,-8.05545787069387,-34.951736567406925
151.0,-8.05545787069387,-34.951736567406925
157.0,-8.055441335954384,-34.95171519950533
