ponto_id,lat_pred,lon_pred
0.0,-8.055794384347818,-34.95217144517752
3.0,-8.055794384347818,-34.95217144517752
8.0,-8.055613373564539,-34.95193752430993
10.0,-8.055794384347818,-34.95217144517752
12.0,-8.055794384347818,-34.95217144517752
14.0,-8.055794384347818,-34.95217144517752
17.0,-8.055794384347818,-34.95217144517752
19.0,-8.055794384347818,-34.95217144517752
23.0,-8.055794384347818,-34.95217144517752
29.0,-8.055794384347818,-34.95217144517752
30.0,-8.055555043513383,-34.95186214418105
31.0,-8.055794384347818,-34.95217144517752
33.0,-8.055794384347818,-34.95217144517752
36.0,-8.055794384347818,-34.95217144517752
37.0,-8.055794384347818,-34.95217144517752
39.0,-8.055794384347818,-34.95217144517752
41.0,-8.055794384347818,-34.95217144517752
46.0,-8.055794384347818,-34.95217144517752
47.0,-8.055794384347818,-34.95217144517752
48.0,-8.055794384347818,-34.95217144517752
50.0,-8.055794384347818,-34.95217144517752
56.0,-8.055794384347818,-34.95217144517752
58.0,-8.055794384347818,-34.95217144517752
59.0,-8.055794384347818,-34.95217144517752
61.0,-8.055794384347818,-34.95217144517752
65.0,-8.055794384347818,-34.95217144517752
68.0,-8.055794384347818,-34.95217144517752
69.0,-8.055794384347818,-34.95217144517752
70.0,-8.055794384347818,-34.95217144517752
73.0,-8.055693468831967,-34.95204103170384
76.0,-8.055693468831967,-34.95204103170384
79.0,-8.055693468831967,-34.95204103170384
80.0,-8.055693468831967,-34.95204103170384
81.0,-8.055693468831967,-34.95204103170384
87.0,-8.055693468831967,-34.95204103170384
88.0,-8.055693468831967,-34.95204103170384
91.0,-8.055693468831967,-34.95204103170384
92.0,-8.055693468831967,-34.95204103170384
93.0,-8.055693468831967,-34.95204103170384
95.0,-8.055693468831967,-34.95204103170384
96.0,-8.055693468831967,-34.95204103170384
99.0,-8.055545149009903,-34.95184935747964
100.0,-8.055545149009903,-34.95184935747964
101.0,-8.055693468831967,-34.95204103170384
102.0,-8.055693468831967,-34.95204103170384
103.0,-8.055693468831967,-34.95204103170384
104.0,-8.055693468831967,-34.95204103170384
106.0,-8.055693468831967,-34.95204103170384
107.0,-8.055693468831967,-34.95204103170384
108.0,-8.055693468831967,-34.95204103170384
111.0,-8.055693468831967,-34.95204103170384
118.0,-8.055825258904624,-34.95221134447514
119.0,-8.055460965541913,-34.95174056688987
122.0,-8.055460965541913,-34.95174056688987
131.0,-8.055460965541913,-34.95174056688987
132.0,-8.055460965541913,-34.95174056688987
135.0,-8.055460965541913,-34.95174056688987
144.0,-8.055460965541913,-34.95174056688987
149.0,-8.055460965541913,-34.95174056688987
151.0,-8.055460965541913,-34.95174056688987
157.0,-8.055441263941674,-34.951715106443054
164.0,-8.055441263941674,-34.951715106443054
167.0,-8.055441263941674,-34.951715106443054
168.0,-8.055441263941674,-34.951715106443054
169.0,-8.055382922963064,-34.95163971219258
172.0,-8.055441263941674,-34.951715106443054
176.0,-8.055441263941674,-34.951715106443054
177.0,-8.055441263941674,-34.951715106443054
179.0,-8.055746633169283,-34.95210973616268
180.0,-8.055736140341862,-34.95209617624515
181.0,-8.055740109054515,-34.952101305026375
185.0,-8.05568029965764,-34.95202401313385
196.0,-8.05568029965764,-34.95202401313385
199.0,-8.05568029965764,-34.95202401313385
209.0,-8.055758012645171,-34.95212444189912
211.0,-8.055758012645171,-34.95212444189912
212.0,-8.055758012645171,-34.95212444189912
214.0,-8.055758012645171,-34.95212444189912
217.0,-8.055758012645171,-34.95212444189912
218.0,-8.055758012645171,-34.95212444189912
221.0,-8.055746633169283,-34.95210973616268
222.0,-8.055746633169283,-34.95210973616268
229.0,-8.055746633169283,-34.95210973616268
230.0,-8.055403058156536,-34.951665732973446
233.0,-8.055403058156536,-34.951665732973446
239.0,-8.055403058156536,-34.951665732973446
245.0,-8.055403058156536,-34.951665732973446
247.0,-8.055403058156536,-34.951665732973446
248.0,-8.055403058156536,-34.951665732973446
251.0,-8.055403058156536,-34.951665732973446
252.0,-8.055508265766678,-34.95180169313557
257.0,-8.055508265766678,-34.95180169313557
263.0,-8.055508265766678,-34.95180169313557
265.0,-8.055508265766678,-34.95180169313557
267.0,-8.055515548373304,-34.951811104473556
274.0,-8.055545149009903,-34.95184935747964
286.0,-8.055838033886195,-34.95222785362845
288.0,-8.055838033886195,-34.95222785362845
291.0,-8.055838033886195,-34.95222785362845
292.0,-8.055838033886195,-34.95222785362845
300.0,-8.055838033886195,-34.95222785362845
304.0,-8.055664968093339,-34.95200420009974
308.0,-8.055838033886195,-34.95222785362845
311.0,-8.055838033886195,-34.95222785362845
315.0,-8.055802052515316,-34.95218135477717
316.0,-8.055802052515316,-34.95218135477717
318.0,-8.055802052515316,-34.95218135477717
319.0,-8.055802052515316,-34.95218135477717
321.0,-8.055802052515316,-34.95218135477717
323.0,-8.055802052515316,-34.95218135477717
328.0,-8.055802052515316,-34.95218135477717
330.0,-8.055854706948915,-34.95224940028565
332.0,-8.055854706948915,-34.95224940028565
333.0,-8.055854706948915,-34.95224940028565
334.0,-8.055854706948915,-34.95224940028565
335.0,-8.055854706948915,-34.95224940028565
337.0,-8.055558580214308,-34.951866714672015
346.0,-8.055558580214308,-34.951866714672015
349.0,-8.055558580214308,-34.951866714672015
350.0,-8.055558580214308,-34.951866714672015
353.0,-8.055558580214308,-34.951866714672015
354.0,-8.055815394576795,-34.952198596769826
360.0,-8.055827435758559,-34.95221415763108
367.0,-8.055395821584515,-34.95165638112614
379.0,-8.055395821584515,-34.95165638112614
381.0,-8.055439127747423,-34.95171234583176
385.0,-8.055760189407216,-34.95212725493632
388.0,-8.055760189407216,-34.95212725493632
393.0,-8.055760189407216,-34.95212725493632
394.0,-8.055760189407216,-34.95212725493632
400.0,-8.055760189407216,-34.95212725493632
401.0,-8.055760189407216,-34.95212725493632
402.0,-8.055760189407216,-34.95212725493632
408.0,-8.055745709679302,-34.95210854273335
409.0,-8.055745709679302,-34.95210854273335
411.0,-8.055745709679302,-34.95210854273335
415.0,-8.055745709679302,-34.95210854273335
416.0,-8.055745709679302,-34.95210854273335
427.0,-8.055767179605834,-34.952136288394414
429.0,-8.055767179605834,-34.952136288394414
433.0,-8.055767179605834,-34.952136288394414
435.0,-8.055767179605834,-34.952136288394414
439.0,-8.055767179605834,-34.952136288394414
445.0,-8.055767179605834,-34.952136288394414
447.0,-8.055767179605834,-34.952136288394414
449.0,-8.055767179605834,-34.952136288394414
453.0,-8.055767179605834,-34.952136288394414
455.0,-8.055767179605834,-34.952136288394414
457.0,-8.055767179605834,-34.952136288394414
461.0,-8.055767179605834,-34.952136288394414
462.0,-8.055767179605834,-34.952136288394414
465.0,-8.055860007890507,-34.95225625071099
468.0,-8.055860007890507,-34.95225625071099
472.0,-8.055860007890507,-34.95225625071099
473.0,-8.055860007890507,-34.95225625071099
474.0,-8.055860007890507,-34.95225625071099
476.0,-8.055860007890507,-34.95225625071099
477.0,-8.055860007890507,-34.95225625071099
483.0,-8.055860007890507,-34.95225625071099
485.0,-8.055860007890507,-34.95225625071099
486.0,-8.055860007890507,-34.95225625071099
487.0,-8.055860007890507,-34.95225625071099
495.0,-8.055815394576795,-34.952198596769826
496.0,-8.055815394576795,-34.952198596769826
500.0,-8.055898396133111,-34.95230585997101
503.0,-8.055898396133111,-34.95230585997101
509.0,-8.055898396133111,-34.95230585997101
510.0,-8.055898396133111,-34.95230585997101
511.0,-8.055898396133111,-34.95230585997101
513.0,-8.055898396133111,-34.95230585997101
518.0,-8.055413319555006,-34.95167899381454
524.0,-8.055413319555006,-34.95167899381454
528.0,-8.055590740937722,-34.95190827608723
530.0,-8.055590740937722,-34.95190827608723
532.0,-8.05577973254297,-34.95215251059893
533.0,-8.05577973254297,-34.95215251059893
538.0,-8.05577973254297,-34.95215251059893
540.0,-8.05577973254297,-34.95215251059893
543.0,-8.05577973254297,-34.95215251059893
544.0,-8.05577973254297,-34.95215251059893
550.0,-8.05577973254297,-34.95215251059893
551.0,-8.05577973254297,-34.95215251059893
554.0,-8.05577973254297,-34.95215251059893
555.0,-8.05577973254297,-34.95215251059893
563.0,-8.05577973254297,-34.95215251059893
564.0,-8.05577973254297,-34.95215251059893
567.0,-8.05577973254297,-34.95215251059893
568.0,-8.05577973254297,-34.95215251059893
576.0,-8.05577973254297,-34.95215251059893
577.0,-8.0556719058853,-34.95201316583253
582.0,-8.05577973254297,-34.95215251059893
586.0,-8.05577973254297,-34.95215251059893
590.0,-8.05577973254297,-34.95215251059893
591.0,-8.05577973254297,-34.95215251059893
592.0,-8.05577973254297,-34.95215251059893
594.0,-8.05577973254297,-34.95215251059893
601.0,-8.05558909635795,-34.95190615079105
603.0,-8.05577973254297,-34.95215251059893
604.0,-8.05577973254297,-34.95215251059893
605.0,-8.05577973254297,-34.95215251059893
611.0,-8.05577973254297,-34.95215251059893
613.0,-8.05577973254297,-34.95215251059893
617.0,-8.05577973254297,-34.95215251059893
618.0,-8.05577973254297,-34.95215251059893
620.0,-8.05577973254297,-34.95215251059893
623.0,-8.05577973254297,-34.95215251059893
624.0,-8.055754095248954,-34.95211937943431
625.0,-8.055812159523898,-34.95219441609966
633.0,-8.055812159523898,-34.95219441609966
637.0,-8.055812159523898,-34.95219441609966
641.0,-8.055812159523898,-34.95219441609966
642.0,-8.055760189407216,-34.95212725493632
647.0,-8.055395821584515,-34.95165638112614
653.0,-8.055395821584515,-34.95165638112614
654.0,-8.055395821584515,-34.95165638112614
655.0,-8.055395821584515,-34.95165638112614
664.0,-8.055395821584515,-34.95165638112614
665.0,-8.055395821584515,-34.95165638112614
668.0,-8.055395821584515,-34.95165638112614
673.0,-8.055395821584515,-34.95165638112614
675.0,-8.055395821584515,-34.95165638112614
676.0,-8.055395821584515,-34.95165638112614
678.0,-8.055395821584515,-34.95165638112614
682.0,-8.055395821584515,-34.95165638112614
683.0,-8.055395821584515,-34.95165638112614
693.0,-8.055395821584515,-34.95165638112614
694.0,-8.055395821584515,-34.95165638112614
696.0,-8.055395821584515,-34.95165638112614
700.0,-8.055395821584515,-34.95165638112614
706.0,-8.055395821584515,-34.95165638112614
708.0,-8.055395821584515,-34.95165638112614
710.0,-8.055395821584515,-34.95165638112614
711.0,-8.055395821584515,-34.95165638112614
712.0,-8.05533047486225,-34.95157193332867
713.0,-8.055395821584515,-34.95165638112614
715.0,-8.055395821584515,-34.95165638112614
718.0,-8.055395821584515,-34.95165638112614
724.0,-8.055395821584515,-34.95165638112614
730.0,-8.055395821584515,-34.95165638112614
733.0,-8.055395821584515,-34.95165638112614
736.0,-8.055395821584515,-34.95165638112614
737.0,-8.055395821584515,-34.95165638112614
738.0,-8.055395821584515,-34.95165638112614
740.0,-8.055395821584515,-34.95165638112614
742.0,-8.055395821584515,-34.95165638112614
743.0,-8.055395821584515,-34.95165638112614
744.0,-8.055395821584515,-34.95165638112614
745.0,-8.055395821584515,-34.95165638112614
747.0,-8.055395821584515,-34.95165638112614
748.0,-8.055395821584515,-34.95165638112614
749.0,-8.055395821584515,-34.95165638112614
751.0,-8.055395821584515,-34.95165638112614
